,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
18737, 28 WILKIE ROAD SOPHIA FLATS SINGAPORE 228051 ,28,SOPHIA FLATS,1.302157,103.848854,228051,WILKIE ROAD,29728.9747,31611.37445
62970, 22 SIGLAP PLAIN FRANKEL ESTATE SINGAPORE 456011 ,22,FRANKEL ESTATE,1.317801,103.916272,456011,SIGLAP PLAIN,37231.95436,33341.39781
98713, 145 BISHAN STREET 11 BISHAN GREEN SINGAPORE 570145 ,145,BISHAN GREEN,1.344886,103.854284,570145,BISHAN STREET 11,30333.2766,36336.18803
134147, 71 COUNTRYSIDE ROAD SINGAPORE 789821 ,71,NIL,1.39021,103.839559,789821,COUNTRYSIDE ROAD,28694.45842,41347.89682
89943, 66 JOON HIANG ROAD SINGAPORE 548350 ,66,NIL,1.353747,103.874733,548350,JOON HIANG ROAD,32608.9864,37316.03818
16094, 72 HORNE ROAD SINGAPORE 209075 ,72,NIL,1.310615,103.860912,209075,HORNE ROAD,31070.82903,32546.73648
125817, 36 CEDARWOOD GROVE WOODGROVE ESTATE SINGAPORE 738413 ,36,WOODGROVE ESTATE,1.428427,103.778768,738413,CEDARWOOD GROVE,21929.27246,45573.84373
45135, 60 LORONG 23 GEYLANG D'INNOVA SINGAPORE 388384 ,60,D'INNOVA,1.315934,103.881356,388384,LORONG 23 GEYLANG,33346.09044,33134.82258
26672, 52 CORONATION ROAD WEST ASTRID MEADOWS SINGAPORE 269265 ,52,ASTRID MEADOWS,1.319113,103.795849,269265,CORONATION ROAD WEST,23829.94472,33486.31238
49801, 17 LORONG MELAYU SINGAPORE 416912 ,17,NIL,1.319871,103.910487,416912,LORONG MELAYU,36588.05946,33570.24925
43679, 46 JALAN CHENGKEK SINGAPORE 369269 ,46,NIL,1.330362,103.884198,369269,JALAN CHENGKEK,33662.37498,34730.28604
124669, 869 WOODLANDS STREET 83 HDB-WOODLANDS SINGAPORE 730869 ,869,HDB-WOODLANDS,1.442594,103.793993,730869,WOODLANDS STREET 83,23623.68393,47140.30898
107605, 21 KISMIS AVENUE CHENG SOON GARDEN SINGAPORE 598198 ,21,CHENG SOON GARDEN,1.335326,103.771405,598198,KISMIS AVENUE,21109.6849,35279.21693
138091, 14 SELETAR ROAD SINGAPORE 807000 ,14,NIL,1.387109,103.868373,807000,SELETAR ROAD,31901.15462,41005.06236
134718, 500 WEST CAMP ROAD SINGAPORE 797655 ,500,NIL,1.416135,103.863254,797655,WEST CAMP ROAD,31331.34699,44214.57468
126925, 6 WAK HASSAN PLACE SINGAPORE 757115 ,6,NIL,1.460661,103.837775,757115,WAK HASSAN PLACE,28495.88468,49137.9775
35535, 37A JALAN NOVENA NOVENA HILL SINGAPORE 308655 ,37A,NOVENA HILL,1.323766,103.843393,308655,JALAN NOVENA,29121.18399,34000.87461
127782, 31 SENOKO SOUTH ROAD SINGAPORE 758084 ,31,NIL,1.454697,103.801819,758084,SENOKO SOUTH ROAD,24494.54619,48478.52985
91423, 266 SERANGOON CENTRAL DRIVE MARINE PARADE TOWN COUNCIL (SERANGOON OFFICE) SINGAPORE 550266 ,266,MARINE PARADE TOWN COUNCIL (SERANGOON OFFICE),1.353232,103.871504,550266,SERANGOON CENTRAL DRIVE,32249.55933,37259.08259
37457, 11B SAINT MICHAEL'S ROAD SINGAPORE 327956 ,11B,NIL,1.325584,103.86404,327956,SAINT MICHAEL'S ROAD,31418.9784,34201.91692
59207, 20 THIAM SIEW AVENUE SINGAPORE 436857 ,20,NIL,1.310571,103.896284,436857,THIAM SIEW AVENUE,35007.43175,32541.90192
129371, 641 YISHUN STREET 61 HDB-YISHUN SINGAPORE 760641 ,641,HDB-YISHUN,1.420817,103.838166,760641,YISHUN STREET 61,28539.44869,44732.22591
34565, 9 ANDREW ROAD CALDECOTT HILL ESTATE SINGAPORE 299947 ,9,CALDECOTT HILL ESTATE,1.339356,103.832376,299947,ANDREW ROAD,27895.09208,35724.64688
32218, 1A JALAN NAGA SARI SINGAPORE 288830 ,1A,NIL,1.331734,103.799154,288830,JALAN NAGA SARI,24197.83408,34881.96651
134303, 446 JALAN KAYU FERNVALE LODGE SINGAPORE 790446 ,446,FERNVALE LODGE,1.392061,103.873277,790446,JALAN KAYU,32446.80667,41552.54586
122894, 67E CHOA CHU KANG ROAD NICON GARDENS SINGAPORE 689420 ,67E,NICON GARDENS,1.377214,103.757934,689420,CHOA CHU KANG ROAD,19610.64902,39910.96655
130674, 40 JALAN SALANG SEMBAWANG SPRINGS ESTATE SINGAPORE 769522 ,40,SEMBAWANG SPRINGS ESTATE,1.441207,103.825402,769522,JALAN SALANG,27119.02758,46986.84785
31268, 23 WATTEN HEIGHTS WATTEN ESTATE SINGAPORE 287455 ,23,WATTEN ESTATE,1.330532,103.808204,287455,WATTEN HEIGHTS,25205.01571,34748.99084
24483, 13 KING'S DRIVE KINGS VILLE SINGAPORE 266380 ,13,KINGS VILLE,1.318225,103.805941,266380,KING'S DRIVE,24953.15569,33388.18443
21795, 7 MOUNT ECHO PARK MOUNT ECHO PARK SINGAPORE 248771 ,7,MOUNT ECHO PARK,1.2961,103.819558,248771,MOUNT ECHO PARK,26468.5914,30941.66882
70817, 11 BEDOK CLOSE ENGLISH VILLAS SINGAPORE 469877 ,11,ENGLISH VILLAS,1.326403,103.949539,469877,BEDOK CLOSE,40934.11953,34292.76573
103043, 74 JALAN GELENGGANG SEMBAWANG HILLS ESTATE SINGAPORE 578248 ,74,SEMBAWANG HILLS ESTATE,1.37518,103.830488,578248,JALAN GELENGGANG,27685.00797,39685.95614
125298, 50 WOODLANDS DRIVE 16 LA CASA SINGAPORE 737901 ,50,LA CASA,1.431987,103.797685,737901,WOODLANDS DRIVE 16,24034.5153,45967.44386
83384, 13 LORONG ONG LYE FENGLI GARDENS SINGAPORE 536374 ,13,FENGLI GARDENS,1.347841,103.879838,536374,LORONG ONG LYE,33177.07423,36663.02753
118950, 139 JALAN DERMAWAN SUMMIT VILLE SINGAPORE 669093 ,139,SUMMIT VILLE,1.359498,103.757289,669093,JALAN DERMAWAN,19538.74412,37951.99879
11738, 34 JALAN BUKIT HO SWEE THE BEO CRESCENT SINGAPORE 160034 ,34,THE BEO CRESCENT,1.288077,103.827081,160034,JALAN BUKIT HO SWEE,27305.84121,30054.51682
10782, 92 COMMONWEALTH DRIVE COMMONWEALTH 16 SINGAPORE 140092 ,92,COMMONWEALTH 16,1.305732,103.800254,140092,COMMONWEALTH DRIVE,24320.18302,32006.7255
9731, 10 FABER GROVE SINGAPORE 129225 ,10,NIL,1.322667,103.756081,129225,FABER GROVE,19404.17388,33879.46404
100903, 26 SERAYA CRESCENT SEMBAWANG HILLS ESTATE SINGAPORE 575840 ,26,SEMBAWANG HILLS ESTATE,1.374281,103.827234,575840,SERAYA CRESCENT,27322.88102,39586.51631
113559, 2 TUAS SOUTH STREET 3 SINGAPORE 638044 ,2,NIL,1.307746,103.629907,638044,TUAS SOUTH STREET 3,5362.15653,32230.3621
6931, 41 PASIR PANJANG DRIVE EALINE PARK SINGAPORE 118931 ,41,EALINE PARK,1.292293,103.771532,118931,PASIR PANJANG DRIVE,21123.73118,30520.77992
33806, 12R LORNIE ROAD LORNIE 18 SINGAPORE 298747 ,12R,LORNIE 18,1.33766,103.82021,298747,LORNIE ROAD,26541.13322,35537.14341
61822, 46 MARINE PARADE ROAD SILVERSEA SINGAPORE 449305 ,46,SILVERSEA,1.299558,103.901524,449305,MARINE PARADE ROAD,35590.64525,31324.15038
8745, 77 WEST COAST GROVE SUNGROVE SINGAPORE 127877 ,77,SUNGROVE,1.31294,103.756126,127877,WEST COAST GROVE,19409.15726,32803.86339
100935, 1 SEMBAWANG HILLS DRIVE THOMSON HILLS ESTATE SINGAPORE 575880 ,1,THOMSON HILLS ESTATE,1.376877,103.829712,575880,SEMBAWANG HILLS DRIVE,27598.68689,39873.61658
54348, 3 LORONG M TELOK KURAU SINGAPORE 425280 ,3,NIL,1.310301,103.908367,425280,LORONG M TELOK KURAU,36352.14383,32512.08926
140216, 20 CACTUS DRIVE GRANDE VISTA SINGAPORE 809692 ,20,GRANDE VISTA,1.387845,103.8524,809692,CACTUS DRIVE,30123.52404,41086.38595
78505, 256 SIMEI STREET 1 HDB PUBLIC SHELTERS SINGAPORE 520256 ,256,HDB PUBLIC SHELTERS,1.343026,103.95176,520256,SIMEI STREET 1,41181.23168,36130.77899
41356, 9A VAUGHAN ROAD VAUGHAN GARDEN SINGAPORE 358090 ,9A,VAUGHAN GARDEN,1.347376,103.870824,358090,VAUGHAN ROAD,32173.89321,36611.53406
32244, 26 JALAN NAGA SARI SINGAPORE 288856 ,26,NIL,1.330805,103.800375,288856,JALAN NAGA SARI,24333.75291,34779.19208
10510, 12 NEPAL PARK UNILEVER FOUR ACRES SINGAPORE CAMPUS SINGAPORE 139401 ,12,UNILEVER FOUR ACRES SINGAPORE CAMPUS,1.301212,103.789107,139401,NEPAL PARK,23079.64762,31506.98126
59929, 24 RAMSGATE ROAD SINGAPORE 437469 ,24,NIL,1.298071,103.89052,437469,RAMSGATE ROAD,34365.9877,31159.68215
85915, 8 AROOZOO AVENUE CHARLTON PARK SINGAPORE 539821 ,8,CHARLTON PARK,1.35436,103.88141,539821,AROOZOO AVENUE,33352.05193,37383.7967
75852, 38 MARIAM WAY AVILA TERRACE SINGAPORE 508557 ,38,AVILA TERRACE,1.361404,103.967269,508557,MARIAM WAY,42907.16798,38163.06134
13691, 19A BALI LANE KAMPONG GLAM CONSERVATION AREA SINGAPORE 189855 ,19A,KAMPONG GLAM CONSERVATION AREA,1.30087,103.858752,189855,BALI LANE,30830.5007,31469.14949
114271, 92 TUAS AVENUE 11 SINGAPORE 639102 ,92,NIL,1.327682,103.639758,639102,TUAS AVENUE 11,6458.6166,34434.74473
115744, 648B JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 642648 ,648B,HDB-JURONG WEST,1.338388,103.698193,642648,JURONG WEST STREET 61,12961.90907,35618.04162
134839, 12 SUSSEX GARDEN SINGAPORE 797919 ,12,NIL,1.403838,103.869319,797919,SUSSEX GARDEN,32006.34264,42854.81796
30079, 35 GROVE AVENUE HENRY PARK SINGAPORE 279202 ,35,HENRY PARK,1.312617,103.784695,279202,GROVE AVENUE,22588.71778,32768.13558
55558, 16 LANGSAT ROAD SINGAPORE 426700 ,16,NIL,1.314818,103.900581,426700,LANGSAT ROAD,35485.6391,33011.51423
89476, 24E LIM TUA TOW ROAD SINGAPORE 547778 ,24E,NIL,1.354293,103.876794,547778,LIM TUA TOW ROAD,32838.33569,37376.37547
28049, 285B SIXTH AVENUE DYNASTY GARDEN SINGAPORE 276569 ,285B,DYNASTY GARDEN,1.323047,103.792481,276569,SIXTH AVENUE,23455.165,33921.40871
36910, 530 LORONG 6 TOA PAYOH SAFARI HOUSE PRESCHOOL TOA PAYOH SINGAPORE 310530 ,530,SAFARI HOUSE PRESCHOOL TOA PAYOH,1.332188,103.847078,310530,LORONG 6 TOA PAYOH,29531.25839,34932.11429
17230, 68A SING AVENUE SINGAPORE 217916 ,68A,NIL,1.315958,103.854417,217916,SING AVENUE,30348.0817,33137.53089
116747, 201 BOON LAY WAY OCBC LAKESIDE MRT STATION SINGAPORE 649845 ,201,OCBC LAKESIDE MRT STATION,1.344105,103.720302,649845,BOON LAY WAY,15422.4669,36250.08421
57593, 16B EAST COAST ROAD SINGAPORE 428743 ,16B,NIL,1.304035,103.902462,428743,EAST COAST ROAD,35695.07851,31819.17959
84974, 11 HOW SUN WALK BARTLEY VILLAS SINGAPORE 538433 ,11,BARTLEY VILLAS,1.344424,103.878022,538433,HOW SUN WALK,32975.00544,36285.18155
45312, 12 LORONG 15 GEYLANG SINGAPORE 388605 ,12,NIL,1.313188,103.878385,388605,LORONG 15 GEYLANG,33015.41592,32831.27099
123569, 5 SUNGEI KADUT STREET 6 SINGAPORE 728853 ,5,NIL,1.429417,103.748628,728853,SUNGEI KADUT STREET 6,18575.2165,45683.33434
27046, 31A CORNWALL GARDENS SINGAPORE 269676 ,31A,NIL,1.317072,103.801249,269676,CORNWALL GARDENS,24430.94196,33260.64256
43434, 41 JALAN MELOR SINGAPORE 368861 ,41,NIL,1.332104,103.884922,368861,JALAN MELOR,33742.90943,34922.82196
130473, 552 YISHUN AVENUE 6 LILYDALE SINGAPORE 768962 ,552,LILYDALE,1.423906,103.849059,768962,YISHUN AVENUE 6,29751.6818,45073.85399
41790, 16C LORONG SELANGAT MILFORD VILLAS SINGAPORE 358747 ,16C,MILFORD VILLAS,1.345661,103.868878,358747,LORONG SELANGAT,31957.32951,36421.86858
73985, 6 HARVEY CRESCENT SINGAPORE 489368 ,6,NIL,1.340154,103.954343,489368,HARVEY CRESCENT,41468.72746,35813.31567
115344, 728 JURONG WEST AVENUE 5 HDB PUBLIC SHELTERS SINGAPORE 640728 ,728,HDB PUBLIC SHELTERS,1.346099,103.697696,640728,JURONG WEST AVENUE 5,12906.72757,36470.75213
18181, 27 KERBAU ROAD SINGAPORE 219163 ,27,NIL,1.30689,103.851178,219163,KERBAU ROAD,29987.52703,32134.75511
14721, 5B TYRWHITT ROAD SINGAPORE 207526 ,5B,NIL,1.309165,103.858328,207526,TYRWHITT ROAD,30783.27211,32386.32591
128634, 11 JALAN KERAYONG SEMBAWANG STRAITS ESTATE SINGAPORE 759309 ,11,SEMBAWANG STRAITS ESTATE,1.457197,103.836242,759309,JALAN KERAYONG,28325.28515,48754.98705
132485, 55 THONG SOON GREEN SINGAPORE 787361 ,55,NIL,1.398989,103.819798,787361,THONG SOON GREEN,26495.3433,42318.63249
69814, 12A JALAN LIMAU BALI SINGAPORE 468484 ,12A,NIL,1.322253,103.947263,468484,JALAN LIMAU BALI,40680.876,33833.84701
92086, 48 CHUAN VIEW SINGAPORE 554770 ,48,NIL,1.361678,103.866686,554770,CHUAN VIEW,31713.41248,38192.92713
21084, 4 TANGLIN WALK TANGLIN HILL CONDOMINIUM SINGAPORE 247877 ,4,TANGLIN HILL CONDOMINIUM,1.302106,103.81698,247877,TANGLIN WALK,26181.60987,31605.79461
127451, 1 KANDIS WALK STRAITS GARDENS SINGAPORE 757676 ,1,STRAITS GARDENS,1.457793,103.837727,757676,KANDIS WALK,28490.56629,48820.8846
116484, 26 WESTWOOD CRESCENT WESTWOOD PARK SINGAPORE 648754 ,26,WESTWOOD PARK,1.351313,103.700238,648754,WESTWOOD CRESCENT,13189.63549,37047.2505
121986, 533A CHOA CHU KANG STREET 51 LIMBANG SHOPPING CENTRE SINGAPORE 681533 ,533A,LIMBANG SHOPPING CENTRE,1.391649,103.743387,681533,CHOA CHU KANG STREET 51,17991.81685,41507.14413
49019, 16 KAKI BUKIT VIEW KAKI BUKIT TECHPARK II SINGAPORE 415952 ,16,KAKI BUKIT TECHPARK II,1.335983,103.908485,415952,KAKI BUKIT VIEW,36365.18555,35351.80973
67119, 279 BEDOK SOUTH AVENUE 3 ECO SINGAPORE 465458 ,279,ECO,1.323193,103.944779,465458,BEDOK SOUTH AVENUE 3,40404.44658,33937.80709
23641, 32 FERNHILL CRESCENT SINGAPORE 259185 ,32,NIL,1.312425,103.824111,259185,FERNHILL CRESCENT,26975.26688,32746.82901
116458, 56 WESTWOOD AVENUE WESTVILLE SINGAPORE 648728 ,56,WESTVILLE,1.352251,103.700108,648728,WESTWOOD AVENUE,13175.1235,37150.92446
62021, 112 UPPER EAST COAST ROAD CAMELODGE SINGAPORE 455006 ,112,CAMELODGE,1.313169,103.929305,455006,UPPER EAST COAST ROAD,38682.39911,32829.31659
74214, 3 BEDOK RIA WALK BEDOK RIA SINGAPORE 489697 ,3,BEDOK RIA,1.325822,103.953839,489697,BEDOK RIA WALK,41412.71047,34228.45994
113088, 2 TUAS SOUTH AVENUE 2 TUAS VISTA SINGAPORE 637601 ,2,TUAS VISTA,1.319106,103.629762,637601,TUAS SOUTH AVENUE 2,5346.10887,33486.46315
23679, 120 FARRER ROAD CHIP HOCK GARDENS SINGAPORE 259250 ,120,CHIP HOCK GARDENS,1.320982,103.812917,259250,FARRER ROAD,25729.49333,33692.952
130964, 21A JALAN HIKAYAT SEMBAWANG SPRINGS ESTATE SINGAPORE 769865 ,21A,SEMBAWANG SPRINGS ESTATE,1.438542,103.82771,769865,JALAN HIKAYAT,27375.89131,46692.13579
8531, 35 WEST COAST PLACE WEST COAST GARDENS SINGAPORE 127587 ,35,WEST COAST GARDENS,1.314561,103.757794,127587,WEST COAST PLACE,19594.8587,32983.17277
126091, 35 KRANJI WAY KRANJI INDUSTRIAL ESTATE SINGAPORE 739444 ,35,KRANJI INDUSTRIAL ESTATE,1.437116,103.743724,739444,KRANJI WAY,18029.53085,46534.66766
44116, 17A CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 371017 ,17A,MACPHERSON RESIDENCY,1.329892,103.888113,371017,CIRCUIT ROAD,34098.04534,34678.28719
76569, 25 JALAN CHELAGI BUKIT LOYANG ESTATE SINGAPORE 509586 ,25,BUKIT LOYANG ESTATE,1.361347,103.964748,509586,JALAN CHELAGI,42626.5812,38156.77786
16692, 8 DALHOUSIE LANE LITTLE INDIA CONSERVATION AREA SINGAPORE 209677 ,8,LITTLE INDIA CONSERVATION AREA,1.304923,103.852006,209677,DALHOUSIE LANE,30079.70427,31917.29947
30840, 19R HILLCREST ROAD HILLCREST VILLA SINGAPORE 286797 ,19R,HILLCREST VILLA,1.32948,103.80545,286797,HILLCREST ROAD,24898.52692,34632.72982
82545, 100 TAI KENG GARDENS SINGAPORE 535381 ,100,NIL,1.347119,103.885487,535381,TAI KENG GARDENS,33805.73223,36583.17414
58277, 28 DUKU LANE SINGAPORE 429330 ,28,NIL,1.309784,103.907081,429330,DUKU LANE,36209.1046,32454.87375
97855, 31 MEI HWAN DRIVE GOLDEN HILL ESTATE SINGAPORE 568366 ,31,GOLDEN HILL ESTATE,1.354167,103.859738,568366,MEI HWAN DRIVE,30940.2024,37362.47938
122402, 141 VERDE CRESCENT VILLA VERDE SINGAPORE 688470 ,141,VILLA VERDE,1.391861,103.749834,688470,VERDE CRESCENT,18709.24522,41530.58919
73834, 15A JALAN ANGIN LAUT SINGAPORE 489191 ,15A,NIL,1.338413,103.955185,489191,JALAN ANGIN LAUT,41562.46777,35620.81668
81555, 400 AIRPORT ROAD REPUBLIC OF SINGAPORE AIR FORCE MUSEUM SINGAPORE 534234 ,400,REPUBLIC OF SINGAPORE AIR FORCE MUSEUM,1.346656,103.899333,534234,AIRPORT ROAD,35346.628,36531.97415
94240, 63 KINGSWEAR AVENUE SERANGOON GARDEN ESTATE SINGAPORE 557241 ,63,SERANGOON GARDEN ESTATE,1.369363,103.864814,557241,KINGSWEAR AVENUE,31505.0422,39042.6985
95871, 57 BROCKHAMPTON DRIVE SERANGOON GARDEN ESTATE SINGAPORE 559105 ,57,SERANGOON GARDEN ESTATE,1.361244,103.860558,559105,BROCKHAMPTON DRIVE,31031.46839,38144.93185
12031, 110 ZION ROAD HAVELOCK MRT STATION SINGAPORE 168604 ,110,HAVELOCK MRT STATION (TE16),1.288505,103.833586,168604,ZION ROAD,28029.74366,30101.88222
74129, 1A GUAN SOON AVENUE SINGAPORE 489573 ,1A,NIL,1.336785,103.953887,489573,GUAN SOON AVENUE,41417.95525,35440.73682
106222, 82 YUK TONG AVENUE AIRVIEW PARK SINGAPORE 596383 ,82,AIRVIEW PARK,1.345076,103.772378,596383,YUK TONG AVENUE,21217.92672,36357.31539
12785, 61A PRINSEP STREET SINGAPORE 187936 ,61A,NIL,1.300918,103.850409,187936,PRINSEP STREET,29902.00632,31474.38594
77417, 15 PASIR RIS GROVE COCO PALMS SINGAPORE 518142 ,15,COCO PALMS,1.371097,103.946165,518142,PASIR RIS GROVE,40558.42433,39234.77371
21232, 1B TANGLIN HILL TANGLIN HILL VILLAS SINGAPORE 248020 ,1B,TANGLIN HILL VILLAS,1.301112,103.816902,248020,TANGLIN HILL,26173.03462,31495.86855
9551, 10 FABER TERRACE FABER HILLS SINGAPORE 129006 ,10,FABER HILLS,1.320731,103.755969,129006,FABER TERRACE,19391.7312,33665.32783
116097, 2 JURONG WEST STREET 76 SINGAPORE 648370 ,2,NIL,1.347005,103.703502,648370,JURONG WEST STREET 76,13552.87103,36570.83824
82746, 22 SURIN AVENUE CHARLTON PARK SINGAPORE 535601 ,22,CHARLTON PARK,1.354428,103.880712,535601,SURIN AVENUE,33274.31007,37391.38409
31643, 6 VANDA AVENUE ORCHID VILLAGE SINGAPORE 287945 ,6,ORCHID VILLAGE,1.33455,103.801326,287945,VANDA AVENUE,24439.5058,35193.25622
51165, 20 JALAN SELAMAT SINGAPORE 418541 ,20,NIL,1.322573,103.916063,418541,JALAN SELAMAT,37208.67241,33869.05285
89865, 264E COMPASSVALE BOW THE CORIS SINGAPORE 548264 ,264E,THE CORIS,1.381659,103.895505,548264,COMPASSVALE BOW,34920.55704,40402.45913
87498, 20 PARK VILLAS TERRACE PARK VILLAS SINGAPORE 545305 ,20,PARK VILLAS,1.367701,103.880297,545305,PARK VILLAS TERRACE,33228.11979,38859.03634
64209, 4 JALAN SAUDARA KU SEASIDE PARK SINGAPORE 457441 ,4,SEASIDE PARK,1.310441,103.920471,457441,JALAN SAUDARA KU,37699.29714,32527.62324
68331, 6 SENNETT TERRACE SINGAPORE 466701 ,6,NIL,1.319289,103.938315,466701,SENNETT TERRACE,39685.10246,33505.99638
129814, 467C YISHUN AVENUE 6 CASA SPRING @ YISHUN SINGAPORE 763467 ,467C,CASA SPRING @ YISHUN,1.426798,103.851475,763467,YISHUN AVENUE 6,30020.49501,45393.64782
106883, 8 SUNSET WALK SINGAPORE 597176 ,8,NIL,1.32444,103.768108,597176,SUNSET WALK,20742.67551,34075.40525
92406, 17 TAVISTOCK AVENUE SERANGOON GARDEN ESTATE SINGAPORE 555119 ,17,SERANGOON GARDEN ESTATE,1.368428,103.862455,555119,TAVISTOCK AVENUE,31242.5522,38939.31996
21625, 16 RIDLEY PARK SINGAPORE 248488 ,16,NIL,1.300542,103.814726,248488,RIDLEY PARK,25930.84607,31432.82731
37630, 1126 SERANGOON ROAD SINGAPORE 328210 ,1126,NIL,1.32459,103.86574,328210,SERANGOON ROAD,31608.12688,34091.93518
88, 12 MARINA BOULEVARD CONSULATE OF THE REPUBLIC OF ICELAND SINGAPORE 018982 ,12,CONSULATE OF THE REPUBLIC OF ICELAND,1.279106,103.854297,18982,MARINA BOULEVARD,30334.77635,29062.53681
72261, 491 UPPER CHANGI ROAD CHANGI FIRE STATION SINGAPORE 486965 ,491,CHANGI FIRE STATION,1.334869,103.951334,486965,UPPER CHANGI ROAD,41133.90844,35228.82319
43462, 4 JALAN MAWAR SINGAPORE 368935 ,4,NIL,1.331663,103.88327,368935,JALAN MAWAR,33559.05297,34874.13576
48183, 32 EUNOS CRESCENT EUNOS COURT SINGAPORE 400032 ,32,EUNOS COURT,1.320293,103.901356,400032,EUNOS CRESCENT,35571.89499,33616.86122
21298, 3 SWETTENHAM GREEN SINGAPORE 248104 ,3,NIL,1.303147,103.804728,248104,SWETTENHAM GREEN,24818.08021,31720.87236
6297, 7 SPRINGWOOD HEIGHT SPRINGWOOD SINGAPORE 117995 ,7,SPRINGWOOD,1.280321,103.79157,117995,SPRINGWOOD HEIGHT,23353.68713,29196.9272
64855, 101 FRANKEL AVENUE FRANKEL ESTATE SINGAPORE 458224 ,101,FRANKEL ESTATE,1.31465,103.919415,458224,FRANKEL AVENUE,37581.71163,32992.97122
115592, 210A BOON LAY PLACE BOON LAY PLACE SINGAPORE 641210 ,210A,BOON LAY PLACE,1.348236,103.713244,641210,BOON LAY PLACE,14637.02813,36706.8964
120013, 1 JELEBU ROAD OCBC BUKIT PANJANG PLAZA SINGAPORE 677743 ,1,OCBC BUKIT PANJANG PLAZA,1.379883,103.764378,677743,JELEBU ROAD,20327.75261,40206.06861
1060, 52A TEMPLE STREET S INN CHINATOWN SINGAPORE 058597 ,52A,S INN CHINATOWN,1.283353,103.843619,58597,TEMPLE STREET,29146.36311,29532.12711
83414, 31 LORONG ONG LYE FENGLI GARDENS SINGAPORE 536403 ,31,FENGLI GARDENS,1.347143,103.879269,536403,LORONG ONG LYE,33113.80621,36585.7606
96629, 40 BERWICK DRIVE SERANGOON GARDEN ESTATE SINGAPORE 559923 ,40,SERANGOON GARDEN ESTATE,1.363399,103.860336,559923,BERWICK DRIVE,31006.67955,38383.2253
116908, 207 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650207 ,207,HDB-BUKIT BATOK,1.346249,103.749382,650207,BUKIT BATOK STREET 21,18658.80226,36487.014
76563, 19 JALAN CHELAGI SINGAPORE 509580 ,19,NIL,1.361676,103.964553,509580,JALAN CHELAGI,42604.86804,38193.14948
48924, 242 JALAN EUNOS EUHABITAT SINGAPORE 415861 ,242,EUHABITAT,1.328344,103.907444,415861,JALAN EUNOS,36249.38769,34507.11866
46064, 354B GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389374 ,354B,GEYLANG CONSERVATION AREA,1.312648,103.880898,389374,GEYLANG ROAD,33295.15829,32771.53379
56077, 169C JOO CHIAT TERRACE SINGAPORE 427316 ,169C,NIL,1.315273,103.904652,427316,JOO CHIAT TERRACE,35938.71332,33061.83969
22066, 37 JALAN MUTIARA LATITUDE SINGAPORE 249212 ,37,LATITUDE,1.296369,103.828426,249212,JALAN MUTIARA,27455.53561,30971.43669
54698, 33C LORONG K TELOK KURAU SENG HUA GARDENS SINGAPORE 425645 ,33C,SENG HUA GARDENS,1.312589,103.90881,425645,LORONG K TELOK KURAU,36401.44396,32765.09153
43559, 15 JALAN GEMBIRA MACPHERSON GARDEN ESTATE SINGAPORE 369121 ,15,MACPHERSON GARDEN ESTATE,1.332399,103.879563,369121,JALAN GEMBIRA,33146.56186,34955.42748
43646, 17 JALAN CHENGKEK SINGAPORE 369236 ,17,NIL,1.331505,103.884852,369236,JALAN CHENGKEK,33735.14445,34856.67933
94524, 1 HUDDINGTON AVENUE SERANGOON GARDEN ESTATE SINGAPORE 557572 ,1,SERANGOON GARDEN ESTATE,1.366315,103.866132,557572,HUDDINGTON AVENUE,31651.76701,38705.65957
66661, 118 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460118 ,118,HDB-BEDOK,1.330434,103.937482,460118,BEDOK NORTH STREET 2,39592.28363,34738.37795
100405, 84 TAMAN PERMATA YEW LIAN PARK SINGAPORE 575207 ,84,YEW LIAN PARK,1.350645,103.83221,575207,TAMAN PERMATA,27876.64662,36973.02365
126302, 25 JALAN DINDING BUKIT VILLAS SINGAPORE 739837 ,25,BUKIT VILLAS,1.415961,103.756957,739837,JALAN DINDING,19502.01396,44195.38384
74963, 30 SELARANG RING ROAD SELARANG CAMP SINGAPORE 507092 ,30,SELARANG CAMP,1.367956,103.973542,507092,SELARANG RING ROAD,43605.2338,38887.6075
106502, 26 TOH TUCK ROAD SINGAPORE 596696 ,26,NIL,1.340481,103.769692,596696,TOH TUCK ROAD,20919.03598,35849.24152
120381, 17 PETIR ROAD DBS NTUC HILLION MALL SINGAPORE 678278 ,17,DBS NTUC HILLION MALL,1.378412,103.763829,678278,PETIR ROAD,20266.72812,40043.38552
64095, 26 JALAN TERANG BULAN OPERA ESTATE SINGAPORE 457303 ,26,OPERA ESTATE,1.322591,103.924466,457303,JALAN TERANG BULAN,38143.80767,33871.0766
88267, 7 ROSYTH ROAD KJ MANSION SINGAPORE 546144 ,7,KJ MANSION,1.363149,103.87466,546144,ROSYTH ROAD,32600.85627,38355.62123
